company,date,rating,pros,cons,type,id,year,date2
Tearfund,"Jan 15, 2018",5,"- My team is hardworking, honest, approachable, knowledgeable, experienced, trustworthy and talented.
- A genuine love for the people we serve
- Supporters are highly valued and money is used carefully
- Weekly organisation-wide meeting and newsletter to keep everyone in touch 
- Regardless of the role (behind the scenes or front line), everyone cares about overall output
- Support in various forms is readily available...",We should probably replace the cake tins with some fruit bowls!,Charities,4274,2018,2018-01-15
Tearfund,"Jan 16, 2018",4,"Tearfund is an excellent organisation to work with! We're the leading UK Christian organisation working with Churches around the world in Humanitarian Response, Poverty Reduction and Advocacy. Genuinely making a difference in the lives of the poor, through using (and developing) good practice.  Generally, colleagues are highly competent and professional, and excellent to work with.","Currently restructuring, which is a good move, but unnecessarily painful for staff affected. Issues around staff accountability and performance not always addressed.",Charities,4276,2018,2018-01-16
Tearfund,"Feb 7, 2018",4,"Tearfund has a strong Christian ethos and is committed to working with the church around the world to help it to be an agent for positive change in its local community and wider society. It attracts motivated and experienced staff and in general enjoys a high level of staff engagement in its work. 
Pay and benefits are good, although it does not aspire to match the highest payers in the sector, which shows good stewardship...","The location in Teddington won't suit everybody, and as this part of London is expensive, many staff have to commute quite long distances. 
Many UK-based programme roles are being disestablished and replaced by roles overseas, so there are becoming less opportunities for UK-based relief and development workers to get jobs at Tearfund.",Charities,4277,2018,2018-02-07
Tearfund,"Feb 7, 2018",5,"Rich Resources, Capacity Building, Technical expert,","constant change, work load, one way thinking",Charities,4278,2018,2018-02-07
Tearfund,"May 30, 2018",5,Working with Tearfund  was a life-enriching experience to say the least. Tearfund was a safe working environment thanks to its compliance of international standards and observance of local customs.,"The organization had a strong preference for applicants of Christian faith that it was almost mandatory, at least in the Philippines.",Charities,4279,2018,2018-05-30
Tearfund,"Jun 28, 2018",2,"Good work-life balance
Kind people
Good office environment","Change management process has been chaotic- too many changes at once and poor internal communication. Lack of empathy or clear vision from executive team. Corporate strategy is too broad- impossible to do all things well in a smaller NGO.
No job security- change management process has meant that almost all contracts are now contract-based. 
Very limited humanitarian expertise in-house resulting in poor quality humanitarian...",Charities,4280,2018,2018-06-28
Tearfund,"Jul 12, 2018",2,"good wages
difference your contribution makes in humanitarian aid","lack of diversity of staff
location
flat department so little room for upward mobility
values of church not represented in the attitudes of the employees",Charities,4281,2018,2018-07-12
Tearfund,"Sep 9, 2018",4,"Values-led
Fantastic leadership in community-led development and in advocacy
Committed supporters - feels like a family","Large organisation so lots of bureaucracy
Sometimes ideas can be watered down in favour of status quo",Charities,4282,2018,2018-09-09
Tearfund,"Sep 20, 2018",4,"- Autonomy (manager dependent).  
- If you can see the opportunity then you will more often than not be allowed to make it happen.
- Developed a great network of friends that I still keep in contact with several years later. 
- Fantastic work life balance.
- Whilst I had to work hard to feel this way, this is the only job so far that I've had in 10 years of experience where I truly felt part of something great.
-...","- Lack of support.  It often felt like all or nothing.  Either you can do a big task or you're not good enough and therefore won't be entrusted to do something like that again. 
- There was no career progression as a data analyst.
- Some managers were more bothered about their career than the cause.  Whenever I worked under a manager like that, the Tearfund sparkle faded.",Charities,4283,2018,2018-09-20
Tearfund,"Nov 27, 2018",2,"Most people are nice and friendly
Christian environment
Office environment is good
Values are good and well thought through","Management slow to make decisions 
Lack of addressing bad behaviours in a timely fashion
Workload is too high and lots of talk about managing time and personal wellbeing but not too much practical support
Lack of opportunities to travel",Charities,4284,2018,2018-11-27
Tearfund,"Dec 18, 2018",5,Everyone at Tearfund is so passionate about ending poverty and everyone's role is equally as important as the next. The organisation focuses on individuals development and wants the best for everyone.,"Unless you can work from home, it's based in London so expensive to live nearby.",Charities,4285,2018,2018-12-18
Tearfund,"Jan 1, 2019",5,"Team work, Leadership skills, Empowering environment.",None that i know of.,Charities,4286,2019,2019-01-01
Tearfund,"Jan 2, 2019",5,"A motivating and inspiring place to work, brilliant development, and positive motives.",No comment at this time,Charities,4287,2019,2019-01-02
Tearfund,"Jan 3, 2019",5,Tearfund provide an excellent work environment. They are encouraging and support you to learn and grow.,It can be challenging working as part of a global team particularly in regards to communication.,Charities,4288,2019,2019-01-03
Tearfund,"Jan 19, 2019",4,Everyone is passionate about what we do. The environment is good and work is enjoyable.,There is a vacuum in good leadership at the top.,Charities,4289,2019,2019-01-19
Teenage Cancer Trust,"Oct 11, 2017",4,Best part of Teenage Cancer Trust is the people you work with and the unique Royal Albert Hall shows,Not much upward mobility in most teams,Charities,4294,2017,2017-10-11
Teenage Cancer Trust,"Dec 1, 2017",3,"Very committed to the cause, very engaged staff","Too buddy-ish, so poor behaviour and inefficient working practices weren't always tackled",Charities,4295,2017,2017-12-01
Teenage Cancer Trust,"Jun 19, 2018",4,"Strong sense of purpose
Intelligent expansion into education over the last five years
Strong brand that goes beyond the size of the organisation","A fractured relationship between fundraising and services
An occasional lack of honest feedback
Some work to be done on relationships with trustees and celebrities",Charities,4296,2018,2018-06-19
Teenage Cancer Trust,"Apr 20, 2019",4,"A nice & supportive environment, great team who are very motivated. Many go above & beyond for the cause, taking on challenges & fundraising in their own time. This is not due to obligation but because they are so committed to the work. There are good options for flexible & remote working which people value.",Progression within teams can be limited. Quite a few layers of management which can sometimes hold up decisions. Can be a challenge to get robust monitoring information which limits some fundraising options.,Charities,4297,2019,2019-04-20
Teenage Cancer Trust,"Jun 9, 2019",2,"On the whole, staff are friendly and supportive and it's a great cause",Ten minutes into my first day with the organisation my line manager told me the only other member of my team (who I was due to line manage) was leaving that same week and that they had not bothered to take any steps to recruit a replacement before I started. It was this lazy and laissé-faire attitude to line management that eventually led me to leave the organisation. I also found that senior management were unwilling...,Charities,4298,2019,2019-06-09
Teenage Cancer Trust,"Jun 25, 2019",3,"- On the whole most staff are energetic and motivated. 
- Fantastic investment in L&D with a proactive, forward-thinking and dedicated team and opportunities beyond what would be expected for an organisation this size, especially with regard to management and leadership development. 
- Friendly atmosphere with a general willingness to help each other out across teams
- Unique and meaningful opportunities for non service...","- 'Process' often seen as a dirty word - senior management seem uncommitted to developing tight systems and processes that a quickly growing organisation needs, despite this being a vital part of the organisational strategy - one typical example is a number of staff refusing to use databases properly which is very high risk under GDPR - this goes unchallenged by senior management and is left for junior colleagues to deal...",Charities,4299,2019,2019-06-25
WaterAid,"Jan 31, 2017",5,"Strongly ethical, open but professional culture with strong leadership. Management is encourgaging of taking risks and generally transparent about the machinations of the organisation both domestically and abroad.","I would struggle to think of any serious downsides to working at WaterAid other than some probably pretty unavoidable silos between the departments as whole, a natural situation for an organisation of its size and scope.",Charities,4311,2017,2017-01-31
WaterAid,"Feb 20, 2017",5,"Family friendly, focus on your strengths, encourages feedback",Workload as a result of commitment and  motivation to the vision of WaterAid,Charities,4312,2017,2017-02-20
WaterAid,"Apr 20, 2017",4,"Great culture, people, cause, working environment.",Career progression limited for me,Charities,4313,2017,2017-04-20
WaterAid,"Oct 24, 2017",1,"Terrific mission, nice people, great benefit plan",Management has no idea what they're doing. The CEO does not know how to lead a team.,Charities,4314,2017,2017-10-24
WaterAid,"Nov 7, 2017",5,"A great culture and I truly feel part of WaterAid's mission and like I am having an impact.  It's the first INGO I have worked for and 5 years on I am still here. I don't get bored at WaterAid, I find I can be myself and have the freedom to work in my role.  I have the flexibility to work different hours or from home.  My manager trusts me to get the job done and I am measured on output and not being present in the office....","Sometimes we are too committed to the cause and so working hours can get a little long but, to be honest, no one is made to work them we choose to!",Charities,4315,2017,2017-11-07
WaterAid,"Nov 15, 2017",4,WaterAid is a great place to learn while contributing to international development. The focus and support for employee development is commendable,Its a small sized organization therefore room for promotion is limited,Charities,4316,2017,2017-11-15
WaterAid,"Dec 8, 2017",5,"Colleagues are clever and committed
Work life balance is great
Innovative company, always open to ideas
Lots of autonomy at every level
Flexible working
Transparency and open culture","Charity salaries and progression (sector wide issue)
Other than that there are no real cons (well the office is in Vauxhall so not much to do but fine really)",Charities,4317,2017,2017-12-08
WaterAid,"Dec 11, 2017",4,"Fantastic flexible working and some great people.
Great Benefits
Fantastic cause to be working for","Salaries are not really inline with the sector in all areas.   
Recent change in CE so culture change is happening (but to be expected)",Charities,4318,2017,2017-12-11
WaterAid,"Apr 7, 2018",5,This is a specialist international development organization in the sector of WASH.,Too much workload for individual staff.,Charities,4319,2018,2018-04-07
WaterAid,"May 9, 2018",4,The organisation does fantastic work and the people who work their are passionate and talented at what they do,Can be quite disorganised and not always collaborative between departments,Charities,4320,2018,2018-05-09
WaterAid,"May 11, 2018",4,One of the best INGOs to work with,A little beurocratic and also growth options are limited with flat hierarchical structure,Charities,4321,2018,2018-05-11
WaterAid,"Jun 1, 2018",5,"This is a family working environment, there is a prospect.",The only challenges here is to do the rightful thing.,Charities,4322,2018,2018-06-01
WaterAid,"Jun 12, 2018",4,"- Innovative, streamlined and productive teams
- Freedom to shape strategy and approach
- Friendly and motivated work force
- Calm and relaxed atmosphere in the office","- Management structure can sometimes feels overly hierarchical - this is inevitable, but a flatter structure would empower employees more.",Charities,4323,2018,2018-06-12
WaterAid,"Jun 13, 2018",5,"Its a 9-5 work, leaving you with plenty of time to get your head straight at work.","Its the best place to be, working with just little stress.",Charities,4324,2018,2018-06-13
WaterAid,"Jun 21, 2018",5,"Ok location, lovely people, flexible working",Meeting-heavy culture - can be overly collaborative,Charities,4325,2018,2018-06-21
WaterAid,"Jul 4, 2018",4,"Teamwork
Social
Charity's objectives are undeniable and method seems sound","Investment in technology is low
Appraisal process is subjective, not transparent and not equal",Charities,4326,2018,2018-07-04
WaterAid,"Jul 22, 2018",5,"inclusive, positive, vibrant place to work","given size, not always room for quick progression",Charities,4327,2018,2018-07-22
WaterAid,"Jul 25, 2018",4,"Great people to work with, interesting and varied work, having a positive impact on the world",Senior management and ongoing recruitment freezes,Charities,4328,2018,2018-07-25
WaterAid,"Aug 22, 2018",1,Offers good salary to the teachers.,Cons r too many compared to the pros. The institute is infected with politics from general staff to teachers. Admins r biased and give favours to the ladies most who spend a good quality time with them. Senior teachers take care of the fact that the juniors don't get classes and intentionally lower their images to the students by spreading false information. Admins r nothing but the dramatists of institution. The Chairman...,Charities,4329,2018,2018-08-22
WaterAid,"Aug 23, 2018",5,Excellent work/life balance. Great people focused on a shared mission.,As expected in the charity sector the pay is less than private sector. This is particularly notable for digital roles.,Charities,4330,2018,2018-08-23
WaterAid,"Sep 6, 2018",5,"Great working environment, friendly staff, nice office and real sense of purpose and commitment to the mission","None significant. It is a charity, so as long as you are prepared for that, it is a wonderful place to work.",Charities,4331,2018,2018-09-06
WaterAid,"Sep 7, 2018",5,"- Learnt a lot
- Amazing people
- Brilliant office vibe
- Lots of opportunities to learn",The Performance & Insight department needed a larger head count. Due to limitations some people were doing the work load of multiple roles which was stressful.,Charities,4332,2018,2018-09-07
WaterAid,"Oct 30, 2018",4,good company can see also in sellist,no anything to say abt this compnay,Charities,4333,2018,2018-10-30
WaterAid,"Dec 18, 2018",1,Not give salary time to time,Waste worrest not good for learning,Charities,4334,2018,2018-12-18
WaterAid,"Dec 19, 2018",5,"Collaborative, relaxed, friendly culture. Very agile and flexible. Really look after their staff","Slow decision making. Too many adbhic situations are being creative. Policies, t&c, need to be strictly adhered to and not bent and made as one-off situations.",Charities,4335,2018,2018-12-19
WaterAid,"Dec 20, 2018",3,Great work done in the company,No cons found in the website,Charities,4336,2018,2018-12-20
WaterAid,"Dec 20, 2018",5,"Amazing benefits, including generous pension contribution, annual leave and flexible working conditions (part-time work and home working up to 2 days a week)",There is nothing to add here,Charities,4337,2018,2018-12-20
WaterAid,"Jan 2, 2019",4,"Benefits , work culture and flexibility",some people are favored exceptionally,Charities,4338,2019,2019-01-02
Woodland Trust,"Jan 14, 2017",2,Some of the staff on the ground do their best for woodlands and people.,"Management team are self-serving corporate idiots with no idea about woodlands, biodiversity or sustainability. The only thing that matters is corporate image and raising more money for projects that could be done far more cheaply by other commercial forestry companies. CEO is on c.£100k and other over paid managers do they best to keep everyone else working for less than average UK wages. We are not in this together...",Charities,4340,2017,2017-01-14
Woodland Trust,"Mar 23, 2017",1,"The core business of buying and managing woodland is done reasonably well. Public engagement is increasing.
Huge underused resource of over-qualified staff in various roles, if only that experience was being tapped.
The HQ office is open and closed 30 mins outside of core hours and staff take lunch breaks and leave on time.","Managers don't know how to manage people and projects well and aren't trained and supported with enough time in their roles to do so. Jobs are 'tacked on' and people are just expected to get on with it.
There's a lack of planning and consideration as to what activities should be undertaken and what expertise is required.
It all leads to silo working being the norm, a protectionist approach to projects, lack of knowledge...",Charities,4341,2017,2017-03-23
Woodland Trust,"Jul 15, 2017",4,"Great group of people to work for.
Travelled a lot with regards to my work.
Really enjoyed what I did,  despite the last 2 months.","Unfortunately they have a high staff turnover especially if you have been doing the job for so long, you apply for a job which you've been basically doing.. to then find they employ someone externally?!
You are then told you are one not to lose from the charity, yet nothing is being done to keep you on... 
When speaking to other members of staff, you find that this is completely normal and they do this all the time!...",Charities,4342,2017,2017-07-15
Woodland Trust,"Jul 17, 2017",5,"This is a great organisation to work for!  There is a clear 10-year strategy and a team of people who show great dedication to standing up for woods and trees.  I've found it to be very friendly, collaborative and I've had opportunities to get involved in a range of projects with the trust.",You'll need their commitment to the cause...,Charities,4343,2017,2017-07-17
Woodland Trust,"Jul 25, 2017",2,Friendly colleagues with the passion to make a difference. Modern and eco-friendly office.,Culture of wasteful spending with an willful ignorance of return on investment. No clear business strategy (just buzz words) or the processes to implement one. Absent top-level management and ineffective management structures. Little accountability.,Charities,4344,2017,2017-07-25
Woodland Trust,"Oct 17, 2017",5,"-Friendly and collaborative environment
-Work life balance encouraged 
-Flexible working is offered where possible
-Most people at the Trust are wonderful to work with
-Everyone is very passionate about working towards the common goal
-A wonderful time to be joining the Trust with lots of opportunities both seen and unforeseen to be had!","-Some teething problems. The Trust is going through a time of great change and transition (for the better) and there are small pockets of resistance. But overall no more or less than any other company going through a period of change.
-Sometimes there are so many priorities that it is difficult to see the wood from the trees. Although this is improving!",Charities,4345,2017,2017-10-17
Woodland Trust,"Nov 29, 2017",1,"The people, most staff are hard working, genuine, motivated, enthusiastic individuals, but they are worked hard and exploited by the Woodland Trusts Management Team and Trustees.","Poor organisation to work for, staff are pushed hard to breaking point at times, very little support. Big focus on bringing in money often to the detriment of other areas that you would consider more important to an environmental charity. The Woodland Trust management ethos pertaining to its staff is push them until they break and if you don't like it leave as there will be a queue of others lining up to replace you.",Charities,4346,2017,2017-11-29
Woodland Trust,"Dec 19, 2017",5,"The Trust is a great place to work, with excellent work life balance and friendly and collaborative work colleagues who are all genuinely motivated to achieve the organisations goals. The working environment is pleasant and fair, with plenty of support and development internally.","With everyone so motivated to achieve great things, it seems we sometimes try to do too much at once and it becomes difficult to prioritise what's important.",Charities,4347,2017,2017-12-19
Woodland Trust,"Jan 12, 2018",4,"WT is a great place to work, enthusiastic and engaged colleagues make for an interesting working environment.",WT has gone through a period of rapid change and is now suffering growing pains. The CEO is a very positive force but there are still problems with internal communications and silo working. Hopefully this will start to improve.,Charities,4348,2018,2018-01-12
Woodland Trust,"Feb 12, 2019",5,"Atmosphere, Culture, People - The Woodland Trust have worked extremely hard to overcome the typical ""charity"" ideology and are striving to ensure people and the cause remain the key focuses of the future. The environment in which we are expected to work in are class with a building that's seriously fit for purpose. A work life balance that the charity really believes in allows you to work hard during the working week...",Difficult to pick any cons - Every organisation has things people can grumble about but it would be difficult to pin point something seriously wrong.,Charities,4349,2019,2019-02-12
World Society for the Protection of Animals,"Mar 29, 2017",2,Working with some amazing passionate people who are achieving wonderful things for animal welfare.,"The nepotism is shocking. Very senior roles not being advertised  externally & going to friends of other senior staff. Abysmal lack of support for staff, who are then penalised for not meeting their goals. Senior fundraising staff have a lack of respect for supporters and are unwilling to even speak to supporters.",Charities,4412,2017,2017-03-29
World Society for the Protection of Animals,"Apr 17, 2017",2,Good offices and work environment. Mixed bag on colleagues as could be quite immature.,Limited opportunities due to favoured individuals by senior management through friendships not performance. I was given a lot of responsibility for getting things done without an official decision making management role. Very few minority groups employed by the organisation let alone in senior positions. Senior management was very male dominant and  disproportionate to the gender balance in the organisation. Also a huge...,Charities,4413,2017,2017-04-17
World Society for the Protection of Animals,"May 29, 2017",2,"Working to better the lives of animals. People at same level are knowledgeable and passionate, really committed to work.",Top down direction that isn't realistic at field level. Constant re-shuffling and re-organization,Charities,4414,2017,2017-05-29
World Society for the Protection of Animals,"Jun 5, 2017",4,Innovative and driven organisation that covers animal welfare issues from a global perspective. Small and flexible team with great knowledge base.,As a non profit the pay is by definition modest. It makes senses as the money that is available comes from individual donors who often have limited means themselves.,Charities,4415,2017,2017-06-05
World Society for the Protection of Animals,"Jun 14, 2017",2,most people are passionate about what they do; nice office space,waiting on permission/approval/information from international - it is always delayed; don't have a great ratio of program:admin costs and has a terrible charity navigator score; very small local office - approx 5/15 employees left over last 6 months,Charities,4416,2017,2017-06-14
World Society for the Protection of Animals,"Jul 4, 2017",1,Shared trauma creates good friendships.,"This organisation is constantly trying to prove to itself that it can do the job it purports to do, but fails in almost every way. Working here was a daily professional and personal slap in the face. 

As for work environment, you will observe adults behave like spoilt children after following the example set by senior management. Hard workers, late stayers and those with the most relevant sector experience will be...",Charities,4417,2017,2017-07-04
World Society for the Protection of Animals,"Jul 17, 2017",2,Staff dedicated to the cause.,Frustration as rigid strategy interferes with opportunities to get results,Charities,4418,2017,2017-07-17
World Society for the Protection of Animals,"Jul 20, 2017",4,"The people are great, it is a great cause and the organisation is improving. You feel like you are part of something good and part of a family.","Legacy stigmas. The business has shown a remarkable improvement in its central functions the last few years, but the legacy of a difficult place to work seems to come up now and then.  Most of the reviews on here are well over 2 years old when the organisation was WSPA. Since then, the HR team has been working very hard to fix these legacy problems. Already we have seen many changes making this a better place to work....",Charities,4419,2017,2017-07-20
World Society for the Protection of Animals,"Jul 21, 2017",4,"Inspiring cause, with hardworking, passionate professionals. Good internal career opportunities.  If you have initiative, drive and a proactive mind-set, you can shape and lead your work and really contribute to delivering a positive impact.  An organisation with a heart, that is moving in the right direction.  Informative and inspiring internal monthly staff meetings.","Management relating behaviours, in some teams, could be more courteous, which the organisation is working to address.",Charities,4420,2017,2017-07-21
World Society for the Protection of Animals,"Sep 6, 2017",1,very little; salaries are higher than average for the sector but not worth the stress,No trust in senior management. Colleagues keep leaving. Sad place to work. I don't feel valued.,Charities,4421,2017,2017-09-06
World Society for the Protection of Animals,"Sep 13, 2017",2,Working hours are good - no need to work extremely long hours.,"Coming to work most days makes me want to slit my wrists. A lot of colleagues do not have any interpersonal or teamworking skills and they come across really confrontational. They will not thank you for putting in the hours to do your job but they will make you feel rubbish if you make a mistake, no matter how small it is. It's all a blame game.",Charities,4422,2017,2017-09-13
World Society for the Protection of Animals,"Sep 16, 2017",2,"Flexi working hours
WSPA used to do decent job","Helping animals isn't their priority anymore. People who lead the organisation have little knowledge about animal welfare and take important decisions without consulting experts. There is no freedom to do things, everything is dictated from people above you. There is micromanagement at all levels and it really drives you crazy when someone is almost spying on you and not letting you do your job because they are extremely...",Charities,4423,2017,2017-09-16
World Society for the Protection of Animals,"Sep 21, 2017",2,Mission is honorable and the on-the-ground projects are inspiring,They don't really care about their employees,Charities,4424,2017,2017-09-21
World Society for the Protection of Animals,"Sep 28, 2017",4,"The organisation does some truly outstanding work, and it takes a different approach to protecting animals than other charities. It has some innovative campaigns and is responsible for some major wins over the years, of which I'm proud to have been a part of. 

There are plenty of positive, passionate people who you get to work with on a daily basis. If you're lucky, you'll get to witness some of the work first-hand...","The culture of the organisation has taken a hit recently. It's not perfect. No surprises there. But find me a company without its challenges. There have been big changes across the organisation over the last 24 months, and as with all change there are winners and and there are losers. You tend to find that people who have an axe to grind will find their way to Glassdoor quicker than others, hence the dominating sentiment...",Charities,4425,2017,2017-09-28
World Society for the Protection of Animals,"Oct 3, 2017",4,Great organisation making a difference to animals worldwide. Flexibile workplace and not a long hours culture that I have experienced in  other charities. Accessible and capable senior management team.  Great monthly staff meetings which showcase our work across the world. I am proud to work at this organisation.,"Like many organisations going through a change process there is tension in some areas. However, the organisation is working with colleagues to improve the employee experience and culture. Many of these posts on this board relate to the past, not the current working experience which is much improved in terms of accountability and openness and connection to our country offices and our animal impact.",Charities,4426,2017,2017-10-03
World Society for the Protection of Animals,"Nov 3, 2017",5,"A job with World Animal Protection gives you the opportunity to transform the lives of animals around the world. You get to work with a diverse bunch of wonderful colleagues, all of whom are experts in their field and dedicated to the cause. The organisation is putting some great systems in place to deliver truly integrated global campaigns and the culture is improving every day. Salaries are pretty decent. The working...","The place is fairly process heavy but show me a global organisation that isn't.

Some colleagues just don't get the link between personal choice and mission (e.g. eating factory farmed meat in the office), but hey, it keeps us out of the animal welfare bubble, which is actually really useful.

There needs to be better global alignment in terms of our operating model - we're a campaigning organisation and we need to...",Charities,4427,2017,2017-11-03
World Society for the Protection of Animals,"Nov 6, 2017",1,"Most of the people have great intentions and are there for the right reasons, to make a difference to the lives of millions of animals around the world.

Working in pretty unfriendly circumstances brings staff closer together.","Seems to attract the very worst types of management all the way to the top, regardless of which 'regime' is in charge. 

Significant issues continue around CEO promoting those he is 'close' too. This was a problem with the previous CEO and remains today.

Ongoing issue of the organisation raising millions of pounds every years off the back of issues (particularly bears) that very little attention is paid to and a...",Charities,4428,2017,2017-11-06
World Society for the Protection of Animals,"Nov 15, 2017",1,Make animals' lives better. Work with other committed staff. Flexible working.,"Overblown planning processes, short term thinking on theories of change; more focused on making noise than real impact. Often short on technical capability. Ruthless and incompetent management, fearful working environment. I only realized how much damage it had done to my integrity and sense of competence after I left. HR are woefully incompetent and careless, making several important mistakes. It was a learning experience,...",Charities,4429,2017,2017-11-15
World Society for the Protection of Animals,"Dec 13, 2017",4,"Amazing colleagues (it feels like a little family in our team!) with limitless talent, enthusiasm and energy. An exciting and inspiring mission - an organisation that truly makes impact for animals around  the world. It's great coming into work every day to know you're a part of that.  There are so many exciting things happening, and if you are driven, passionate and use your initative, you can be at the crux of all of...","There have been some challenges with processes and comms between departments, often the case at many workplaces, but these are rapidly improving.",Charities,4430,2017,2017-12-13
World Society for the Protection of Animals,"Jan 7, 2018",4,"The Australian & New Zealand team is very inclusive, welcoming and warm.
Employees are trusted to work remotely and flexibly - there's no clock watching. You're given the freedom to get your work done without micromanagement and you can balance your work and home life.
You're given a voice and you are listened to.
Knowing you're making a difference for the lives of animals across the world is really rewarding.",There aren't the crazy perks like the free lunch and lavish events you get in big companies - but that is understandable because we are funded by donor money and it needs to be used wisely.,Charities,4431,2018,2018-01-07
World Society for the Protection of Animals,"Jan 9, 2018",2,dedication and passion from employees,lack of emotional intelligence and confident leadership,Charities,4432,2018,2018-01-09
World Society for the Protection of Animals,"Mar 8, 2018",3,"Flexibility, passion and dedication of some staff","Some management, human resources management",Charities,4433,2018,2018-03-08
World Society for the Protection of Animals,"Apr 15, 2018",1,None that I can think of,They are in just for the money,Charities,4434,2018,2018-04-15
World Society for the Protection of Animals,"Jul 13, 2018",5,"There are some amazing passionate people that work here, friendly and knowledgeable in their own fields, always willing to help. 

Development opportunities are outstanding, but you have to know what you want and not be afraid to ask. I have personally been offered great career progression that I will forever be grateful for. 

Many recent changes in culture and structure helped streamline processes and identify faults,...","Not a lot of extra employee benefits, but as an animal lover, working for a charity that helps so many animals surely is benefit enough.",Charities,4435,2018,2018-07-13
World Society for the Protection of Animals,"Sep 25, 2018",4,"You get to work with one of the most brightest, committed and passionate people in the industry. Amazing case studies and tangible value adding work carried out by talented group of people. Managers genuinely care for their employees and try hard to deliver good people initiatives.","Some very negative employees who can not handle constructive criticism. Blaming the management, processes and company framework on every issue they are faced with (even managers are guilty of this). If you get dragged into this 'group' it is very difficult to get out.",Charities,4436,2018,2018-09-25
World Society for the Protection of Animals,"Sep 27, 2018",3,"the team is united, committed and loves the job.","unfortunately the headquarters in London does not know how to make a suitable hiring for the need of each country. In Brazil they hired a director without experience who is ""learning"", an authoritarian, petty, dictatorial person. Harassing all officials and no experience in the area. A person who comments to everyone that needs to have a bigger pet, because when he had little le le let him die of starvation.This type...",Charities,4437,2018,2018-09-27
World Society for the Protection of Animals,"Oct 16, 2018",2,A clear care for the perception of work/life balance. Allows those seeking  personal growth to obtain it.,"Dehumanizing, lack of diversity as you move up the power structure, lack of diverse opinions, high level of (and unnecessary) workplace politics, one step below being filled with nepotism.",Charities,4438,2018,2018-10-16
World Society for the Protection of Animals,"Oct 19, 2018",1,Don't readily come to mind,"It’s very difficult to paint an excessively bleak picture of the state of WAP at the moment because despite the oft promised and hoped for “light-at-the-end-of-the–tunnel”, it never comes.  What is also extraordinary is that the Board, who promised all the right things about wanting to be more involved, recognised that they had let people down, etc etc are either not bothered or (more possibly) oblivious to the ongoing...",Charities,4439,2018,2018-10-19
World Society for the Protection of Animals,"Jan 26, 2019",3,"Great colleagues who are passionate about the cause.
The actual on the ground work is really good.","Muddled management and strategy. 
Opportunities to fundraise difficult.
Senior management make commitments and don't follow through",Charities,4440,2019,2019-01-26
World Society for the Protection of Animals,"Mar 13, 2019",2,"Great, talented, and diverse staff. Hard-working teams. Good middle management that genuinely cares. I've met some great folks who truly believe in the mission.","Bad and disorganized upper management (no clear vision, no long-term planning). Horrible waste of money on the organizational level (flights, conferences, accommodations...). A lot of false claims and ""fake stories"" of ""thousands"" of animals that are being saved somewhere in Romania without any factual back-up. A low ranking on Charity Navigator is justified.",Charities,4441,2019,2019-03-13
World Society for the Protection of Animals,"Apr 12, 2019",3,"When I started at WAP there were some great people who really knew their stuff, sadly over time a lot of them drifted off to pastures new. Having said that, I can't say that I regularly endured the worst of the staff at WAP. As with most places you're bound to find the cracks over time. I found HR to be really good which is not typical in many organisations. I had a lot of amazing support with a difficult period of my...",Too many attempts to run one-size-fits-all campaigns despite having very different audiences across the globe. There did seem to be a chance for promotion if you had the right kind of personality - if you don't challenge management or the status quo then you should be fine. Some people ended up feeling extremely under-valued and underpaid but heavily relied upon. There was a culture of micro-management from certain areas...,Charities,4442,2019,2019-04-12
World Vision UK,"Jan 24, 2017",4,It is a very good employer to work for.,I had a wonderful time working for the company.,Charities,4577,2017,2017-01-24
World Vision UK,"Jan 28, 2017",5,"Contribuir a una causa tan maravillosa como es la niñez, da ciertos satisfactores más allá del económico. También existe un buen ambiente de trabajo y colaboración haces muchos viajes de negocios.","Hay varios aprendizajes sobre todo en la gestión de recursos humanos a nivel local, es imprescindible generar mejoras en las relaciones de confianza entre la organización y sus colaboradores.",Charities,4578,2017,2017-01-28
World Vision UK,"Feb 1, 2017",4,"Supportive managers, brilliant co-workers who are experts in their fields, opportunities for growth and some freedom to pursue interest areas",Often long hours and many struggle with work/life balance,Charities,4579,2017,2017-02-01
World Vision UK,"Feb 2, 2017",4,the staff are 100% committed to their work.  It's inspiring to work with people who are so dedicated to the values of the organisation,sometimes senior leadership seem out of touch with the on-the-ground realities,Charities,4580,2017,2017-02-02
World Vision UK,"Feb 3, 2017",4,The vision and mission of the organization is inspiring.   Lots of really great and talented people at all levels of the organization.,Struggle to find work/life balance.  Some mid and senior level leaders are uninspiring,Charities,4581,2017,2017-02-03
World Vision UK,"Feb 10, 2017",2,The people are very mission driven and many of them are highly educated and experienced in the field of international development.,"Some of the managers are constantly worried about reorgs, and politics in the organization that they neglect to invest in new hires and younger staff members. My experience has left me with a poor view of WVI communications and marketing. Unfortunately, not every team values talent, skills, and passion. However, there are other intern managers that truly care about the professional development of their interns-- they...",Charities,4582,2017,2017-02-10
World Vision UK,"Feb 15, 2017",4,"- Less bureaucratic than other INGOs, UN 
- Friendly working environment","- Felt a little bit of outsider if you are not ""faithful"" Christian",Charities,4583,2017,2017-02-15
World Vision UK,"Feb 20, 2017",4,Good place to work with supportive staff,The pay is quite low,Charities,4584,2017,2017-02-20
